0000-0003-0302-7893|educations|University of Twente|FUNDREF|http://dx.doi.org/10.13039/501100001834|0000-0003-0302-7893_educations_1394328
0000-0002-1884-2893|employments|Aviagen Ltd|RINGGOLD|41824|0000-0002-1884-2893_employments_6045474
0000-0002-1884-2893|employments|University of Kentucky Maxwell H Gluck Equine Research Center|RINGGOLD|235284|0000-0002-1884-2893_employments_6045491
0000-0002-1884-2893|educations|Southern Illinois University Carbondale|RINGGOLD|2254|0000-0002-1884-2893_educations_6045460
0000-0002-1884-2893|educations|University of Colorado at Colorado Springs|RINGGOLD|14676|0000-0002-1884-2893_educations_6045454
0000-0002-1884-2893|educations|Universidade de Uberaba - Campus Aeroporto|RINGGOLD|355437|0000-0002-1884-2893_educations_6045448
0000-0002-9941-9893|educations|University of Rhode Island - College of Pharmacy|RINGGOLD|15524|0000-0002-9941-9893_educations_2939772
0000-0002-9941-9893|educations|University of Rhode Island|RINGGOLD|4260|0000-0002-9941-9893_educations_2939774
0000-0002-9941-9893|educations|University of Rhode Island - College of Pharmacy|RINGGOLD|15524|0000-0002-9941-9893_educations_5903522
0000-0003-1256-4893|employments|McGill University|RINGGOLD|5620|0000-0003-1256-4893_employments_243259
0000-0003-1256-4893|employments|Robarts Research Institute|RINGGOLD|113611|0000-0003-1256-4893_employments_240501
0000-0003-1256-4893|employments|EBSCO Information Services Inc|RINGGOLD|4090|0000-0003-1256-4893_employments_243269
0000-0003-1256-4893|educations|University of Western Ontario|RINGGOLD|6221|0000-0003-1256-4893_educations_240492
0000-0003-1256-4893|educations|University of Western Ontario|RINGGOLD|6221|0000-0003-1256-4893_educations_240493
0000-0003-1256-4893|educations|McGill University|RINGGOLD|5620|0000-0003-1256-4893_educations_240490
0000-0003-1256-4893|educations|University of Western Ontario|RINGGOLD|6221|0000-0003-1256-4893_educations_240496
0000-0003-1005-9893|employments|Kangwon National University School of Medicine|RINGGOLD|85082|0000-0003-1005-9893_employments_5218813
0000-0003-1005-9893|educations|Kangwon National University|RINGGOLD|34962|0000-0003-1005-9893_educations_5218783
0000-0003-1005-9893|educations|Kangwon National University|RINGGOLD|34962|0000-0003-1005-9893_educations_5218799
0000-0002-5258-1893|employments|Politecnico di Milano|RINGGOLD|18981|0000-0002-5258-1893_employments_2835643
0000-0002-5258-1893|employments|Politecnico di Milano|RINGGOLD|18981|0000-0002-5258-1893_employments_2835646
0000-0002-5258-1893|educations|Politecnico di Milano|RINGGOLD|18981|0000-0002-5258-1893_educations_2835607
0000-0002-5258-1893|educations|Università degli Studi di Palermo|RINGGOLD|18998|0000-0002-5258-1893_educations_2835620
0000-0002-5258-1893|educations|Università degli Studi di Palermo|RINGGOLD|18998|0000-0002-5258-1893_educations_2835615
0000-0002-4038-8893|educations|Zhejiang University|RINGGOLD|12377|0000-0002-4038-8893_educations_1633327
0000-0002-4038-8893|educations|National Taiwan University|RINGGOLD|33561|0000-0002-4038-8893_educations_1633328
0000-0002-3945-9893|employments|Changhua Christian Hospital|RINGGOLD|36596|0000-0002-3945-9893_employments_3580691
0000-0002-3945-9893|educations|China Medical University|RINGGOLD|38019|0000-0002-3945-9893_educations_3580689
0000-0002-1583-6893|educations|University of Missouri Columbia|RINGGOLD|14716|0000-0002-1583-6893_educations_5933244
0000-0001-9999-5893|employments|Università degli Studi della Basilicata|RINGGOLD|19006|0000-0001-9999-5893_employments_1315317
0000-0002-7296-1893|educations|University of Gdańsk|GRID|grid.8585.0|0000-0002-7296-1893_educations_5931046
0000-0002-7296-1893|educations|Gdańsk University of Technology|GRID|grid.6868.0|0000-0002-7296-1893_educations_5931043
0000-0003-2649-9893|employments|National University of Singapore|RINGGOLD|37580|0000-0003-2649-9893_employments_4346539
0000-0002-0123-1893|employments|Danube University Krems|RINGGOLD|31227|0000-0002-0123-1893_employments_2976760
0000-0002-0123-1893|educations|Karl-Franzens-Universität Graz|RINGGOLD|27267|0000-0002-0123-1893_educations_2976705
0000-0002-0123-1893|educations|Technische Universität Bergakademie Freiberg|RINGGOLD|26545|0000-0002-0123-1893_educations_2976742
0000-0002-0123-1893|educations|Karl-Franzens-Universität Graz|RINGGOLD|27267|0000-0002-0123-1893_educations_2976735
0000-0002-0123-1893|educations|Karl-Franzens-Universität Graz|RINGGOLD|27267|0000-0002-0123-1893_educations_2976728
0000-0002-0123-1893|educations|Karl-Franzens-Universität Graz|RINGGOLD|27267|0000-0002-0123-1893_educations_2976723
0000-0002-7552-1893|employments|Hong Kong Polytechnic University|RINGGOLD|26680|0000-0002-7552-1893_employments_2079019
0000-0002-7552-1893|educations|Hong Kong Polytechnic University|RINGGOLD|26680|0000-0002-7552-1893_educations_2079118
0000-0001-5123-8893|employments|University of Calcutta|RINGGOLD|30163|0000-0001-5123-8893_employments_4445793
0000-0002-4068-7893|employments|Singapore University of Technology and Design|RINGGOLD|233793|0000-0002-4068-7893_employments_1711299
0000-0002-4068-7893|employments|Singapore University of Technology and Design|RINGGOLD|233793|0000-0002-4068-7893_employments_2381804
0000-0002-4068-7893|educations|Indian Institute of Technology Hyderabad|RINGGOLD|233600|0000-0002-4068-7893_educations_1711304
0000-0002-4068-7893|educations|Indian Institute of Technology Hyderabad|RINGGOLD|233600|0000-0002-4068-7893_educations_1122833
0000-0002-4068-7893|educations|Reva Institute of Technology and Management|RINGGOLD|209094|0000-0002-4068-7893_educations_1711307
0000-0002-8647-4893|employments|Universitas Hasanuddin|RINGGOLD|64739|0000-0002-8647-4893_employments_3426001
0000-0002-8647-4893|educations|Universitas Hasanuddin|RINGGOLD|64739|0000-0002-8647-4893_educations_3425977
0000-0002-8647-4893|educations|Universitas Padjadjaran|RINGGOLD|61809|0000-0002-8647-4893_educations_3425984
0000-0002-3957-1893|employments|Northwest Agriculture and Forestry University|RINGGOLD|12469|0000-0002-3957-1893_employments_5294864
0000-0003-4874-3893|employments|Lecturer|RINGGOLD|202193|0000-0003-4874-3893_employments_2081430
0000-0003-4874-3893|educations|Universitas Wahid Hasyim|RINGGOLD|202193|0000-0003-4874-3893_educations_2081422
0000-0002-4276-2893|educations|University of Ulster|RINGGOLD|2596|0000-0002-4276-2893_educations_2179212
0000-0002-4276-2893|educations|University of Ulster|RINGGOLD|2596|0000-0002-4276-2893_educations_2179085
0000-0002-5205-5893|employments|University of Lincoln|RINGGOLD|4547|0000-0002-5205-5893_employments_2271213
0000-0002-5205-5893|employments|University of Lincoln|RINGGOLD|4547|0000-0002-5205-5893_employments_880960
0000-0002-4839-8893|educations|INSA Lyon|RINGGOLD|27027|0000-0002-4839-8893_educations_3326297
0000-0003-1017-1893|educations|Kermanshah University of Technology|GRID|grid.459724.9|0000-0003-1017-1893_educations_5668593
0000-0003-1994-2893|employments|University of New Mexico Health Sciences Center|RINGGOLD|12289|0000-0003-1994-2893_employments_4119064
0000-0003-1994-2893|educations|Duke University|RINGGOLD|3065|0000-0003-1994-2893_educations_1286551
0000-0002-0697-2893|educations|Nankai University|RINGGOLD|12538|0000-0002-0697-2893_educations_4302089
0000-0002-0697-2893|educations|Rheinisch Westfälische Technische Hochschule Aachen RWTH Aachen Fakultät für Mathematik Informatik und Naturwissenschaften|RINGGOLD|98891|0000-0002-0697-2893_educations_4302111
0000-0002-0697-2893|educations|Shanxi University|RINGGOLD|12441|0000-0002-0697-2893_educations_4302140
0000-0003-2356-2893|educations|Universidade de Lisboa|RINGGOLD|37809|0000-0003-2356-2893_educations_3873114
0000-0002-7777-0893|employments|Jožef Stefan Institute|GRID|grid.11375.31|0000-0002-7777-0893_employments_5811907
0000-0002-9787-8893|educations|Moskovskij gosudarstvennyj universitet imeni M V Lomonosova|RINGGOLD|64935|0000-0002-9787-8893_educations_5085680
0000-0002-3823-7893|educations|University of Oxford|RINGGOLD|6396|0000-0002-3823-7893_educations_2290613
0000-0003-4004-7893|employments|Instituto Politécnico de Portalegre|RINGGOLD|70923|0000-0003-4004-7893_employments_3838599
0000-0003-4004-7893|educations|Universidade Nova de Lisboa Faculdade de Ciências Sociais e Humanas|RINGGOLD|112053|0000-0003-4004-7893_educations_3838585
0000-0003-4004-7893|educations|Universidade Nova de Lisboa Faculdade de Ciências Sociais e Humanas|RINGGOLD|112053|0000-0003-4004-7893_educations_3838596
0000-0003-4004-7893|educations|Universidade de Lisboa Faculdade de Belas-Artes|RINGGOLD|312521|0000-0003-4004-7893_educations_3838604
0000-0003-0972-8893|employments|Universitas Pattimura|RINGGOLD|186187|0000-0003-0972-8893_employments_1845884
0000-0003-0972-8893|educations|Universitas Pattimura|RINGGOLD|186187|0000-0003-0972-8893_educations_1845879
0000-0002-0561-1893|employments|NKVTS|RINGGOLD|25566|0000-0002-0561-1893_employments_1017799
0000-0002-6551-8893|employments|Università degli Studi di Perugia|RINGGOLD|9309|0000-0002-6551-8893_employments_4648126
0000-0002-6551-8893|educations|Università degli Studi di Perugia Facoltà di Medicina e Chirurgia|RINGGOLD|60250|0000-0002-6551-8893_educations_4648166
0000-0002-0924-1893|educations|Istanbul Teknik Universitesi|RINGGOLD|52971|0000-0002-0924-1893_educations_207491
0000-0002-0924-1893|educations|Istanbul Teknik Universitesi|RINGGOLD|52971|0000-0002-0924-1893_educations_207493
0000-0003-1067-3893|employments|Ruhr-Universität Bochum|RINGGOLD|9142|0000-0003-1067-3893_employments_2530746
0000-0003-2521-8893|educations|University of Pittsburgh|RINGGOLD|6614|0000-0003-2521-8893_educations_4861840
0000-0001-5738-1893|employments|Universidad de Castilla-La Mancha|RINGGOLD|16733|0000-0001-5738-1893_employments_1357635
0000-0001-5738-1893|employments|Universidad Internacional de La Rioja|RINGGOLD|247680|0000-0001-5738-1893_employments_1357650
0000-0001-5738-1893|employments|Universidad Pablo de Olavide|RINGGOLD|16772|0000-0001-5738-1893_employments_1357658
0000-0001-5738-1893|employments|Instituto de Salud Carlos III|RINGGOLD|38176|0000-0001-5738-1893_employments_1357662
0000-0001-5738-1893|employments|Universidad Nacional de Educación a Distancia|RINGGOLD|16757|0000-0001-5738-1893_employments_1357641
0000-0001-5738-1893|employments|Universidad de Salamanca|RINGGOLD|16779|0000-0001-5738-1893_employments_1357656
0000-0001-5738-1893|educations|Universidad de Salamanca|RINGGOLD|16779|0000-0001-5738-1893_educations_1357626
0000-0001-5738-1893|educations|Universidad Nacional de Educación a Distancia|RINGGOLD|16757|0000-0001-5738-1893_educations_1357629
0000-0001-5738-1893|educations|Universidad de Salamanca|RINGGOLD|16779|0000-0001-5738-1893_educations_1357625
0000-0002-7898-4893|employments|Marine Biological Laboratory|RINGGOLD|42700|0000-0002-7898-4893_employments_1454413
0000-0002-7898-4893|employments|Sewanee The University of the South|RINGGOLD|7303|0000-0002-7898-4893_employments_1454418
0000-0002-7898-4893|employments|Virginia Institute of Marine Science|RINGGOLD|53655|0000-0002-7898-4893_employments_1454416
0000-0002-7898-4893|employments|Marine Biological Laboratory|RINGGOLD|42700|0000-0002-7898-4893_employments_1454415
0000-0002-7898-4893|educations|University of Central Arkansas|RINGGOLD|2673|0000-0002-7898-4893_educations_1454407
0000-0002-7898-4893|educations|Louisiana State University|RINGGOLD|5779|0000-0002-7898-4893_educations_1454408
0000-0002-2924-2893|employments|Harvard-Smithsonian Center for Astrophysics|RINGGOLD|61814|0000-0002-2924-2893_employments_370094
0000-0002-6720-6893|educations|University of the Chinese Academy of Sciences|RINGGOLD|74519|0000-0002-6720-6893_educations_4221914
0000-0001-6909-1893|employments|Université de Bretagne-Sud|RINGGOLD|27100|0000-0001-6909-1893_employments_5028054
0000-0002-2173-4893|employments|University of California Davis|RINGGOLD|8789|0000-0002-2173-4893_employments_1773946
0000-0002-2173-4893|employments|Sharif University of Technology|RINGGOLD|68260|0000-0002-2173-4893_employments_1773952
0000-0002-2173-4893|employments|University of California Davis|RINGGOLD|8789|0000-0002-2173-4893_employments_1773948
0000-0002-2173-4893|educations|Sharif University of Technology|RINGGOLD|68260|0000-0002-2173-4893_educations_1773949
0000-0002-2173-4893|educations|Kyoto University|RINGGOLD|12918|0000-0002-2173-4893_educations_1773943
0000-0002-2173-4893|educations|Kyoto University|RINGGOLD|12918|0000-0002-2173-4893_educations_1773944
0000-0002-7557-2893|educations|Instituto Universitario de Tecnología de Yaracuy|RINGGOLD|274330|0000-0002-7557-2893_educations_1627206
0000-0002-7557-2893|educations|Menéndez Pelayo International University|RINGGOLD|16746|0000-0002-7557-2893_educations_1627207
0000-0002-7557-2893|educations|Mississippi State University|RINGGOLD|5547|0000-0002-7557-2893_educations_4535630
0000-0002-7154-7893|employments|Universidad Peruana Cayetano Heredia|RINGGOLD|33216|0000-0002-7154-7893_employments_6046181
0000-0002-7154-7893|educations|Universidad Nacional de Ingeniería|RINGGOLD|113086|0000-0002-7154-7893_educations_6046171
0000-0002-1682-0893|employments|University of Oklahoma|RINGGOLD|6187|0000-0002-1682-0893_employments_2983225
0000-0002-1682-0893|educations|University of Oklahoma|RINGGOLD|6187|0000-0002-1682-0893_educations_2983202
0000-0002-1682-0893|educations|Beijing Normal University|RINGGOLD|47836|0000-0002-1682-0893_educations_2983199
0000-0002-5434-1893|employments|La Trobe University - Melbourne Campus|RINGGOLD|97584|0000-0002-5434-1893_employments_1191547
0000-0003-0514-5893|employments|İstanbul Gelişim Üniversitesi|RINGGOLD|270726|0000-0003-0514-5893_employments_5937535
0000-0003-0514-5893|educations|Ege Universitesi|RINGGOLD|37509|0000-0003-0514-5893_educations_5937471
0000-0003-0514-5893|educations|Dokuz Eylül Üniversitesi|RINGGOLD|37508|0000-0003-0514-5893_educations_5937469
0000-0003-0514-5893|educations|Afyon Kocatepe Üniversitesi|RINGGOLD|53002|0000-0003-0514-5893_educations_5937475
0000-0003-0514-5893|educations|Dokuz Eylül Üniversitesi|RINGGOLD|37508|0000-0003-0514-5893_educations_5937478
0000-0003-0514-5893|educations|Pamukkale Üniversitesi|RINGGOLD|52990|0000-0003-0514-5893_educations_5937465
0000-0002-2481-2893|employments|University of Malaya|RINGGOLD|37447|0000-0002-2481-2893_employments_1739773
0000-0002-2481-2893|educations|University of Manchester|RINGGOLD|5292|0000-0002-2481-2893_educations_1739768
0000-0002-2481-2893|educations|Universitas Gadjah Mada|RINGGOLD|59166|0000-0002-2481-2893_educations_1739765
0000-0002-2481-2893|educations|Vrije Universiteit Amsterdam|RINGGOLD|1190|0000-0002-2481-2893_educations_1739772
0000-0002-4550-9893|educations|Universita degli Studi di Bari Aldo Moro|FUNDREF|http://dx.doi.org/10.13039/501100005362|0000-0002-4550-9893_educations_5356895
0000-0002-4550-9893|educations|Islamic Azad University Ilkhchi Branch|RINGGOLD|125643|0000-0002-4550-9893_educations_2444331
0000-0002-6208-5893|employments|Universidade de Passo Fundo|RINGGOLD|28129|0000-0002-6208-5893_employments_4839277
0000-0002-6208-5893|employments|Universidade de Passo Fundo|RINGGOLD|28129|0000-0002-6208-5893_employments_4839269
0000-0002-6208-5893|educations|Universidade de Passo Fundo|RINGGOLD|28129|0000-0002-6208-5893_educations_4839260
0000-0002-6208-5893|educations|Universidade de Passo Fundo|RINGGOLD|28129|0000-0002-6208-5893_educations_4839263
0000-0002-6208-5893|educations|Universidade de Passo Fundo|RINGGOLD|28129|0000-0002-6208-5893_educations_4839256
0000-0002-6208-5893|educations|Universidade de Passo Fundo|RINGGOLD|28129|0000-0002-6208-5893_educations_4839242
0000-0002-5596-9893|educations|Inonu Universitesi|RINGGOLD|37520|0000-0002-5596-9893_educations_208293
0000-0001-7329-3893|educations|Universidad Nacional de Colombia|RINGGOLD|28021|0000-0001-7329-3893_educations_5388262
0000-0002-4470-9893|employments|Deakin University|RINGGOLD|2104|0000-0002-4470-9893_employments_3927635
0000-0002-4470-9893|employments|Deakin University|RINGGOLD|2104|0000-0002-4470-9893_employments_3927637
0000-0002-4470-9893|educations|Deakin University|RINGGOLD|2104|0000-0002-4470-9893_educations_3927633
0000-0003-4250-1893|educations|Simon Fraser University|RINGGOLD|1763|0000-0003-4250-1893_educations_471472
0000-0003-4250-1893|educations|Queen's University|RINGGOLD|4257|0000-0003-4250-1893_educations_471473
0000-0003-4250-1893|educations|Simon Fraser University|RINGGOLD|1763|0000-0003-4250-1893_educations_471476
0000-0001-9661-2893|employments|Cairo University|RINGGOLD|63526|0000-0001-9661-2893_employments_2431082
0000-0001-9661-2893|educations|Cairo University|RINGGOLD|63526|0000-0001-9661-2893_educations_2431081
0000-0002-6613-1893|employments|East Carolina University|RINGGOLD|3627|0000-0002-6613-1893_employments_1355304
0000-0002-6613-1893|educations|Sam Houston State University|RINGGOLD|4038|0000-0002-6613-1893_educations_1355629
0000-0002-6613-1893|educations|Florida State University|RINGGOLD|7823|0000-0002-6613-1893_educations_1355302
0000-0002-4567-2893|employments|Hokkaido University|RINGGOLD|12810|0000-0002-4567-2893_employments_196875
0000-0002-4567-2893|educations|Hokkaido University|RINGGOLD|12810|0000-0002-4567-2893_educations_196846
0000-0002-4567-2893|educations|Hokkaido University|RINGGOLD|12810|0000-0002-4567-2893_educations_196848
0000-0002-4567-2893|educations|Hokkaido University|RINGGOLD|12810|0000-0002-4567-2893_educations_196845
0000-0001-7369-9893|educations|Zagazig University Faculty of Human Medicine|RINGGOLD|68865|0000-0001-7369-9893_educations_3377801
0000-0001-8287-8893|employments|University of Minnesota|FUNDREF|http://dx.doi.org/10.13039/100007249|0000-0001-8287-8893_employments_4576991
0000-0001-8287-8893|employments|Indiana University Bloomington|RINGGOLD|1771|0000-0001-8287-8893_employments_4576993
0000-0001-8287-8893|educations|University of Wisconsin Madison|RINGGOLD|5228|0000-0001-8287-8893_educations_4576989
0000-0002-0238-1893|educations|Vidyasagar University|RINGGOLD|75000|0000-0002-0238-1893_educations_136332
0000-0001-9883-7893|educations|University of Nottingham|RINGGOLD|6123|0000-0001-9883-7893_educations_1569357
0000-0003-2266-6893|employments|Akdeniz Üniversitesi|RINGGOLD|37502|0000-0003-2266-6893_employments_4423649
0000-0003-2266-6893|educations|Akdeniz Üniversitesi|RINGGOLD|37502|0000-0003-2266-6893_educations_4423648
0000-0002-1439-0893|employments|Federation University Australia|RINGGOLD|1458|0000-0002-1439-0893_employments_5739820
0000-0002-1439-0893|employments|Monash University|RINGGOLD|2541|0000-0002-1439-0893_employments_487760
0000-0002-1439-0893|educations|Monash University|RINGGOLD|2541|0000-0002-1439-0893_educations_487768
0000-0002-1439-0893|educations|Monash University|RINGGOLD|2541|0000-0002-1439-0893_educations_487770
0000-0002-7483-6893|educations|Université Félix Houphouët-Boigny|RINGGOLD|89247|0000-0002-7483-6893_educations_4275615
0000-0003-2647-2893|educations|University of Sheffield|RINGGOLD|7315|0000-0003-2647-2893_educations_5017403
0000-0003-2647-2893|educations|Aristotle University of Thessaloniki|RINGGOLD|37782|0000-0003-2647-2893_educations_5017392
0000-0002-0192-8893|employments|Institut Camille Jordan|RINGGOLD|131800|0000-0002-0192-8893_employments_4908020
0000-0002-0192-8893|employments|Universita degli Studi di Parma Dipartimento di Matematica e Informatica|RINGGOLD|196004|0000-0002-0192-8893_employments_3252251
0000-0002-0192-8893|employments|Università degli Studi dell'Insubria - Sede di Como|RINGGOLD|226462|0000-0002-0192-8893_employments_3911246
0000-0002-0192-8893|educations|Universita degli Studi di Milano Dipartimento di Matematica Federigo Enriques|RINGGOLD|161141|0000-0002-0192-8893_educations_3252239
0000-0002-0192-8893|educations|Universita degli Studi di Milano Dipartimento di Matematica Federigo Enriques|RINGGOLD|161141|0000-0002-0192-8893_educations_3252245
0000-0002-0192-8893|educations|Universita degli Studi di Milano Dipartimento di Matematica Federigo Enriques|RINGGOLD|161141|0000-0002-0192-8893_educations_3252231
0000-0003-4727-3893|employments|Yonsei University|RINGGOLD|26721|0000-0003-4727-3893_employments_5625205
0000-0003-4727-3893|educations|Yonsei University|RINGGOLD|26721|0000-0003-4727-3893_educations_5625202
0000-0003-4727-3893|educations|Colorado State University|RINGGOLD|3447|0000-0003-4727-3893_educations_5625213
0000-0003-4727-3893|educations|Yonsei University|RINGGOLD|26721|0000-0003-4727-3893_educations_5625209
0000-0002-7612-9893|employments|Technical University Munich|GRID|grid.6936.a|0000-0002-7612-9893_employments_5319430
0000-0002-7612-9893|educations|ETH Zürich|RINGGOLD|30240|0000-0002-7612-9893_educations_5141060
0000-0002-6042-6893|employments|Universidad Autónoma de San Luis Potosí|FUNDREF|http://dx.doi.org/10.13039/501100005324|0000-0002-6042-6893_employments_4896520
0000-0002-6042-6893|employments|Universidad Autónoma de San Luis Potosí|RINGGOLD|27773|0000-0002-6042-6893_employments_3761801
0000-0002-6042-6893|educations|Universidad Autónoma de San Luis Potosí|RINGGOLD|27773|0000-0002-6042-6893_educations_3761799
0000-0002-6042-6893|educations|Universidad Autónoma de San Luis Potosí|RINGGOLD|27773|0000-0002-6042-6893_educations_3761796
0000-0001-6711-7893|educations|Laurentian University|RINGGOLD|7728|0000-0001-6711-7893_educations_1132360
0000-0002-2826-6893|employments|Seoul National University Bundang Hospital|RINGGOLD|65462|0000-0002-2826-6893_employments_1758264
0000-0002-2826-6893|educations|Shingu College|RINGGOLD|365311|0000-0002-2826-6893_educations_1758266
0000-0002-4124-1893|employments|Semmelweis Orvostudomanyi Egyetem Orvosi Vegytani Molekularis Biologiai es Patobiokemiai Intezet|RINGGOLD|202503|0000-0002-4124-1893_employments_2614940
0000-0001-7684-9893|educations|Nanyang Technological University|RINGGOLD|54761|0000-0001-7684-9893_educations_5285567
0000-0001-7684-9893|educations|Georgia Institute of Technology|RINGGOLD|1372|0000-0001-7684-9893_educations_5285566
0000-0002-4713-3893|employments|Istanbul Florence Nightingale Hospital|GRID|grid.414934.f|0000-0002-4713-3893_employments_5043796
0000-0002-4713-3893|educations|Bakirkoy Dr Sadi Konuk Egitim ve Arastirma Hastanesi|RINGGOLD|147005|0000-0002-4713-3893_educations_5043788
0000-0001-9299-6893|educations|UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA|RINGGOLD|27758|0000-0001-9299-6893_educations_4637587
0000-0001-9299-6893|educations|UNIVERSIDAD AUTÓNOMA DE BAJA CALIFORNIA|RINGGOLD|27758|0000-0001-9299-6893_educations_4637701
0000-0002-7535-3893|educations|Universitat Autònoma de Barcelona|RINGGOLD|16719|0000-0002-7535-3893_educations_4209398
0000-0002-7535-3893|educations|Freie Universität Berlin|RINGGOLD|9166|0000-0002-7535-3893_educations_4209417
0000-0002-1478-8893|employments|University of Kufa|RINGGOLD|125627|0000-0002-1478-8893_employments_4114793
0000-0002-7697-0893|employments|Alberta Health Services|RINGGOLD|3146|0000-0002-7697-0893_employments_5573376
0000-0002-7697-0893|educations|University of Calgary|RINGGOLD|2129|0000-0002-7697-0893_educations_2156481
0000-0001-5953-9893|employments|National Institutes of Health|RINGGOLD|2511|0000-0001-5953-9893_employments_583338
0000-0002-8567-4893|educations|Universidade Estadual Paulista Júlio de Mesquita Filho - Câmpus de Jaboticabal|RINGGOLD|207340|0000-0002-8567-4893_educations_5955961
0000-0002-8096-1893|employments|University of Edinburgh|RINGGOLD|3124|0000-0002-8096-1893_employments_2158087
0000-0002-8096-1893|employments|University of Canterbury|RINGGOLD|2496|0000-0002-8096-1893_employments_5659347
0000-0002-8096-1893|employments|University of Canterbury|RINGGOLD|2496|0000-0002-8096-1893_employments_2158097
0000-0002-8096-1893|employments|University of Canterbury|RINGGOLD|2496|0000-0002-8096-1893_employments_2158102
0000-0002-8096-1893|employments|University of Edinburgh|RINGGOLD|3124|0000-0002-8096-1893_employments_2158079
0000-0002-8096-1893|educations|University of Edinburgh|RINGGOLD|3124|0000-0002-8096-1893_educations_2158070
0000-0002-8096-1893|educations|University of Edinburgh|RINGGOLD|3124|0000-0002-8096-1893_educations_2158062
0000-0002-5093-0893|employments|Ho Chi Minh City University of Transport|RINGGOLD|384332|0000-0002-5093-0893_employments_4245043
0000-0002-5093-0893|educations|University of Adelaide|RINGGOLD|1066|0000-0002-5093-0893_educations_3586665
0000-0002-5093-0893|educations|University of Adelaide|RINGGOLD|1066|0000-0002-5093-0893_educations_2564577
0000-0002-5093-0893|educations|Ho Chi Minh City University of Transport|RINGGOLD|384332|0000-0002-5093-0893_educations_4236910
0000-0003-2026-5893|educations|Changsha University of Science and Technology|RINGGOLD|12418|0000-0003-2026-5893_educations_4090274
0000-0003-2026-5893|educations|Central South University|RINGGOLD|12570|0000-0003-2026-5893_educations_4090276
0000-0002-4552-5893|employments|Universidad de Sonora|RINGGOLD|27813|0000-0002-4552-5893_employments_5919817
0000-0002-4552-5893|educations|Universidad Autónoma de Sinaloa|RINGGOLD|27774|0000-0002-4552-5893_educations_5919726
0000-0002-4552-5893|educations|Universidad de Sonora|RINGGOLD|27813|0000-0002-4552-5893_educations_5919749
0000-0002-4552-5893|educations|Universidad de Tijuana|GRID|grid.440979.7|0000-0002-4552-5893_educations_5919800
0000-0002-5789-2893|educations|Osaka Daigaku|RINGGOLD|13013|0000-0002-5789-2893_educations_2613395
0000-0002-5789-2893|educations|Osaka Daigaku|RINGGOLD|13013|0000-0002-5789-2893_educations_2613401
0000-0002-4998-0893|employments|US Naval Research Laboratory|RINGGOLD|41487|0000-0002-4998-0893_employments_1688125
0000-0002-4998-0893|educations|University of Colorado Boulder|RINGGOLD|1877|0000-0002-4998-0893_educations_1688127
0000-0002-4998-0893|educations|University of Colorado Boulder|RINGGOLD|1877|0000-0002-4998-0893_educations_1688126
0000-0002-0791-6893|educations|Universidad Nacional de Tucumán|RINGGOLD|28243|0000-0002-0791-6893_educations_5069592
0000-0001-6827-5893|educations|Southwest Jiaotong University|RINGGOLD|56711|0000-0001-6827-5893_educations_5031864
0000-0001-7601-3893|educations|Universidad de Caldas|RINGGOLD|27985|0000-0001-7601-3893_educations_2150325
